	('DM', 'Type: Invertebrate')	('DR', 'Type: Vertebrate')	('MM', 'Type: Vertebrate')	('XT', 'Type: Vertebrate')	('CE', 'Type: Invertebrate')
('evgLocus_FX_16820_XP_005110760.2_PREDICTED:_phosphatidylinositol_4-phosphate_3-kinase_C2_domain-containing_subunit_beta-like_[Aplysia_californica]', 'evgLocus_FX_16820_XP_005110760.2_PREDICTED:_phosphatidylinositol_4-phosphate_3-kinase_C2_domain-containing_subunit_beta-like_[Aplysia_californica]')	0.8648059216533516	0.8709381789374198	0.8627618358919954	0.8218801206648736	0.22091890682618254
('evgLocus_FX_17038_XP_013086399.1_PREDICTED:_ras-related_protein_Rab-14_[Biomphalaria_glabrata]', 'evgLocus_FX_17038_XP_013086399.1_PREDICTED:_ras-related_protein_Rab-14_[Biomphalaria_glabrata]')	-0.27988210470606	-0.22264770338808942	-0.22060361762673333	-0.22060361762673333	-0.28805844775148437
('evgLocus_FX_17047_XP_021369730.1_synaptotagmin-17-like_[Mizuhopecten_yessoensis]', 'evgLocus_FX_17047_XP_021369730.1_synaptotagmin-17-like_[Mizuhopecten_yessoensis]')	-0.6253325983752396	-0.19607458849046022	-0.21855953186537724	-0.2267358749108016	-0.658037970556937
('evgLocus_FX_17184_XP_012936457.1_PREDICTED:_multiple_C2_and_transmembrane_domain-containing_protein_1-like_isoform_X2_[Aplysia_californica]', 'evgLocus_FX_17184_XP_012936457.1_PREDICTED:_multiple_C2_and_transmembrane_domain-containing_protein_1-like_isoform_X2_[Aplysia_californica]')	0.1555081624627876	0.2515801932465239	0.25362427900788004	0.19843396345126554	0.03081893102006599
('evgLocus_FX_17240_XP_005103672.1_PREDICTED:_ERC_protein_2-like_isoform_X1_[Aplysia_californica]', 'evgLocus_FX_17240_XP_005103672.1_PREDICTED:_ERC_protein_2-like_isoform_X1_[Aplysia_californica]')	-0.7500218298179612	-0.15928104478605057	-0.1817659881609676	-0.17767781663825538	-0.8113444026586439
('evgLocus_FX_17289_XP_012936557.1_PREDICTED:_voltage-dependent_calcium_channel_subunit_alpha-2/delta-3-like_[Aplysia_californica]', 'evgLocus_FX_17289_XP_012936557.1_PREDICTED:_voltage-dependent_calcium_channel_subunit_alpha-2/delta-3-like_[Aplysia_californica]')	-0.12044341532028481	-0.06320901400231424	-0.06525309976367033	-0.19198641696774804	-0.5742304543413372
('evgLocus_FX_17290_XP_012936979.1_PREDICTED:_BAI1-associated_protein_3-like_[Aplysia_californica]', 'evgLocus_FX_17290_XP_012936979.1_PREDICTED:_BAI1-associated_protein_3-like_[Aplysia_californica]')	0.60929520148384	0.5684134862567182	0.29450599423500184	0.48051779851840626	0.2577124505305922
('evgLocus_FX_17353_AAO83841.1_voltage-dependent_non-L-type_calcium_channel_alpha-1_subunit_isoform_A_[Lymnaea_stagnalis]', 'evgLocus_FX_17353_AAO83841.1_voltage-dependent_non-L-type_calcium_channel_alpha-1_subunit_isoform_A_[Lymnaea_stagnalis]')	1.253182216311009	1.0712585835503168	0.9874510673347171	0.9097758084031855	1.0916994411638776
('evgLocus_FX_17471_XP_013066187.1_PREDICTED:_ras-related_protein_Rab-11B-like_[Biomphalaria_glabrata]', 'evgLocus_FX_17471_XP_013066187.1_PREDICTED:_ras-related_protein_Rab-11B-like_[Biomphalaria_glabrata]')	-0.26352941861521123	-0.257397161331143	-0.26761759013792347	-0.26966167589927953	-0.3289401629786062
('evgLocus_FX_17652_XP_005106594.2_PREDICTED:_regulating_synaptic_membrane_exocytosis_protein_2-like_[Aplysia_californica]', 'evgLocus_FX_17652_XP_005106594.2_PREDICTED:_regulating_synaptic_membrane_exocytosis_protein_2-like_[Aplysia_californica]')	-0.4883788523643814	-0.38617456429657676	-0.1000025577067239	-0.3882186500579329	-0.6069358265230347
('evgLocus_FX_18293_Q05976.1_RecName:_Full=Ras-related_protein_Rab-18A', 'evgLocus_FX_18293_Q05976.1_RecName:_Full=Ras-related_protein_Rab-18A')	-0.6621261420796491	-0.40252725038742554	-0.41274767919420596	-0.40252725038742554	-0.4822465950803131
('evgLocus_FX_18625_XP_013061644.1_PREDICTED:_sec1_family_domain-containing_protein_1-like_[Biomphalaria_glabrata]', 'evgLocus_FX_18625_XP_013061644.1_PREDICTED:_sec1_family_domain-containing_protein_1-like_[Biomphalaria_glabrata]')	0.49482639884789886	0.7748661481536835	0.7298962614038494	0.7523812047787665	0.16368450550821198
('evgLocus_FX_18754_XP_013089524.1_PREDICTED:_rab11_family-interacting_protein_1-like_[Biomphalaria_glabrata]', 'evgLocus_FX_18754_XP_013089524.1_PREDICTED:_rab11_family-interacting_protein_1-like_[Biomphalaria_glabrata]')	-0.7888594592837269	-0.835873431794917	-0.8428233233835278	-0.8317852602722048	-0.9303101939695685
('evgLocus_FX_19255_XP_013083752.1_PREDICTED:_inter-alpha-trypsin_inhibitor_heavy_chain_H3-like_isoform_X2_[Biomphalaria_glabrata]', 'evgLocus_FX_19255_XP_013083752.1_PREDICTED:_inter-alpha-trypsin_inhibitor_heavy_chain_H3-like_isoform_X2_[Biomphalaria_glabrata]')	-0.938895354167264	-0.26148533285385517	-0.25944124709249905	-0.23695630371758206	-0.9380777198627216
('evgLocus_FX_19280_XP_013060512.1_PREDICTED:_dynamin-1-like_protein_isoform_X3_[Biomphalaria_glabrata]', 'evgLocus_FX_19280_XP_013060512.1_PREDICTED:_dynamin-1-like_protein_isoform_X3_[Biomphalaria_glabrata]')	0.9036435511191173	0.9527016093916635	0.9710983812438683	0.8055274345740249	0.7380726044492738
('evgLocus_FX_19284_XP_012945517.1_PREDICTED:_vacuolar_protein_sorting-associated_protein_33A-like_[Aplysia_californica]', 'evgLocus_FX_19284_XP_012945517.1_PREDICTED:_vacuolar_protein_sorting-associated_protein_33A-like_[Aplysia_californica]')	-0.21651544610402115	0.5009586561319671	0.5111790849387476	0.5459285428818011	-0.6641702278410053
('evgLocus_FX_19691_ABI84147.1_dynamin_isoform_A,_partial_[Lymnaea_stagnalis]', 'evgLocus_FX_19691_ABI84147.1_dynamin_isoform_A,_partial_[Lymnaea_stagnalis]')	1.3165488749130478	1.4024004768900036	1.4371499348330572	1.3860477907991549	1.1979919007543944
('evgLocus_FX_19958_XP_013092159.1_PREDICTED:_synaptotagmin-15-like_[Biomphalaria_glabrata]', 'evgLocus_FX_19958_XP_013092159.1_PREDICTED:_synaptotagmin-15-like_[Biomphalaria_glabrata]')	-0.7500218298179612	-0.7030078573067711	-0.6723465708864297	-0.7030078573067711	-0.7398014010111807
('evgLocus_FX_19978_XP_005091515.1_PREDICTED:_syntaxin-7-like_[Aplysia_californica]', 'evgLocus_FX_19978_XP_005091515.1_PREDICTED:_syntaxin-7-like_[Aplysia_californica]')	-0.7888594592837269	-0.7091401145908394	-0.6948315142613467	-0.7070960288294832	-0.8869755758288194
('evgLocus_FX_20290_XP_013065693.1_PREDICTED:_AP-2_complex_subunit_alpha-2-like_[Biomphalaria_glabrata]', 'evgLocus_FX_20290_XP_013065693.1_PREDICTED:_AP-2_complex_subunit_alpha-2-like_[Biomphalaria_glabrata]')	1.7621595708886757	1.8255262294907146	1.8623197731951242	1.8520993443883438	1.608853138786969
('evgLocus_FX_20441_XP_013095521.1_PREDICTED:_AP-4_complex_subunit_epsilon-1-like_[Biomphalaria_glabrata]', 'evgLocus_FX_20441_XP_013095521.1_PREDICTED:_AP-4_complex_subunit_epsilon-1-like_[Biomphalaria_glabrata]')	-0.768418601670166	-0.5251723960687911	-0.5067756242165862	-0.5640100255345568	-0.7622863443860977
('evgLocus_FX_21228_XP_005111656.2_PREDICTED:_vesicle-trafficking_protein_SEC22b-like_isoform_X1_[Aplysia_californica]', 'evgLocus_FX_21228_XP_005111656.2_PREDICTED:_vesicle-trafficking_protein_SEC22b-like_isoform_X1_[Aplysia_californica]')	-0.502687452693874	-0.4147917649555621	-0.4004831646260694	-0.4004831646260694	-0.6539497990342248
('evgLocus_FX_21948_XP_005107406.1_PREDICTED:_vacuolar_protein_sorting-associated_protein_45-like_[Aplysia_californica]', 'evgLocus_FX_21948_XP_005107406.1_PREDICTED:_vacuolar_protein_sorting-associated_protein_45-like_[Aplysia_californica]')	0.24340385020109956	0.631780144858757	0.6808382031313033	0.6154274587679083	-0.016195041491124124
('evgLocus_FX_22280_XP_012940102.1_PREDICTED:_synaptotagmin-11-like_[Aplysia_californica]', 'evgLocus_FX_22280_XP_012940102.1_PREDICTED:_synaptotagmin-11-like_[Aplysia_californica]')	-0.7868153735223709	-0.7847712877610147	-0.790903545045083	-0.7949917165677952	-0.8379175175562731
('evgLocus_FX_22483_XP_013063370.1_PREDICTED:_LOW_QUALITY_PROTEIN:_protein_kinase_C_delta_type-like_[Biomphalaria_glabrata]', 'evgLocus_FX_22483_XP_013063370.1_PREDICTED:_LOW_QUALITY_PROTEIN:_protein_kinase_C_delta_type-like_[Biomphalaria_glabrata]')	0.10236193266752922	0.5725016577794304	0.5295758567909524	0.519355427984172	0.4028425395868747
('evgLocus_FX_22725_AAO83849.1_neural-specific_syntaxin-binding_protein_1_[Lymnaea_stagnalis]', 'evgLocus_FX_22725_AAO83849.1_neural-specific_syntaxin-binding_protein_1_[Lymnaea_stagnalis]')	0.0819210750539683	0.1330232190878706	0.1534640767014315	0.14119956213329496	-0.010062784207055848
('evgLocus_FX_22824_XP_013067172.1_PREDICTED:_synaptotagmin-16-like_[Biomphalaria_glabrata]', 'evgLocus_FX_22824_XP_013067172.1_PREDICTED:_synaptotagmin-16-like_[Biomphalaria_glabrata]')	-0.3003229623196209	-0.23695630371758206	-0.20629501729724067	-0.21651544610402115	-0.8236089172267804
('evgLocus_FX_23096_XP_013082742.1_PREDICTED:_synaptotagmin-1-like_[Biomphalaria_glabrata]', 'evgLocus_FX_23096_XP_013082742.1_PREDICTED:_synaptotagmin-1-like_[Biomphalaria_glabrata]')	-0.7725067731928782	-0.7398014010111807	-0.7254928006816881	-0.7398014010111807	-0.7725067731928782
('evgLocus_FX_23510_XP_005100565.1_PREDICTED:_voltage-dependent_calcium_channel_subunit_alpha-2/delta-2-like_isoform_X1_[Aplysia_californica]', 'evgLocus_FX_23510_XP_005100565.1_PREDICTED:_voltage-dependent_calcium_channel_subunit_alpha-2/delta-2-like_isoform_X1_[Aplysia_californica]')	-0.3943509073420011	-0.11635524379757263	-0.09387030042265562	-0.17767781663825538	-0.6171562553298152
('evgLocus_FX_24079_XP_012934570.1_PREDICTED:_synaptotagmin-4-like_[Aplysia_californica]', 'evgLocus_FX_24079_XP_012934570.1_PREDICTED:_synaptotagmin-4-like_[Aplysia_californica]')	-0.3084993053650453	-0.4147917649555621	-0.3800423070125085	-0.39026273581928894	-0.5680981970572689
('evgLocus_FX_24295_XP_013062132.1_PREDICTED:_ras-related_protein_Rab-43-like_[Biomphalaria_glabrata]', 'evgLocus_FX_24295_XP_013062132.1_PREDICTED:_ras-related_protein_Rab-43-like_[Biomphalaria_glabrata]')	-0.5497014252050642	-0.5129078815006545	-0.5251723960687911	-0.6212444268525273	-0.5353928248755715
('evgLocus_FX_24427_XP_013096633.1_PREDICTED:_LOW_QUALITY_PROTEIN:_vacuolar_protein_sorting-associated_protein_33B-like_[Biomphalaria_glabrata]', 'evgLocus_FX_24427_XP_013096633.1_PREDICTED:_LOW_QUALITY_PROTEIN:_vacuolar_protein_sorting-associated_protein_33B-like_[Biomphalaria_glabrata]')	-0.5313046533528593	0.0062899018837928875	0.0287748452587099	0.0022017303610807034	-0.5456132536823519
('evgLocus_FX_24798_XP_009064408.1_synaptotagmin_12_[Lottia_gigantea]', 'evgLocus_FX_24798_XP_009064408.1_synaptotagmin_12_[Lottia_gigantea]')	-0.5987594834776103	-0.5742304543413372	-0.5497014252050642	-0.5435691679209959	-0.680522913931854
('evgLocus_FX_24800_XP_013081447.1_PREDICTED:_ras-related_protein_RabC-like_[Biomphalaria_glabrata]', 'evgLocus_FX_24800_XP_013081447.1_PREDICTED:_ras-related_protein_RabC-like_[Biomphalaria_glabrata]')	-0.7316250579657563	-0.7173164576362637	-0.7193605433976198	-0.7214046291589759	-0.7091401145908394
('evgLocus_FX_25050_XP_013068694.1_PREDICTED:_AP-4_complex_subunit_beta-1-like_[Biomphalaria_glabrata]', 'evgLocus_FX_25050_XP_013068694.1_PREDICTED:_AP-4_complex_subunit_beta-1-like_[Biomphalaria_glabrata]')	-0.7786390304769465	-0.658037970556937	-0.613068083807103	-0.6192003410911713	-0.7663745159088099
('evgLocus_FX_26392_XP_013095861.1_PREDICTED:_syntaxin-16-like_[Biomphalaria_glabrata]', 'evgLocus_FX_26392_XP_013095861.1_PREDICTED:_syntaxin-16-like_[Biomphalaria_glabrata]')	-0.5680981970572689	-0.36573370668301586	-0.3943509073420011	-0.347336934830811	-0.6743906566477857
('evgLocus_FX_26776_XP_012945898.1_PREDICTED:_ras-related_protein_Rab-27A-like_isoform_X1_[Aplysia_californica]', 'evgLocus_FX_26776_XP_012945898.1_PREDICTED:_ras-related_protein_Rab-27A-like_isoform_X1_[Aplysia_californica]')	-0.5313046533528593	-0.3882186500579329	-0.40252725038742554	-0.435232622569123	-0.480202509318957
('evgLocus_FX_27319_XP_013094155.1_PREDICTED:_ras-related_protein_Rab-11B-like_[Biomphalaria_glabrata]', 'evgLocus_FX_27319_XP_013094155.1_PREDICTED:_ras-related_protein_Rab-11B-like_[Biomphalaria_glabrata]')	-0.5210842245460788	-0.502687452693874	-0.4985992811711618	-0.5047315384552301	-0.5149519672620105
('evgLocus_FX_27744_XP_013067147.1_PREDICTED:_syntaxin-5-like_[Biomphalaria_glabrata]', 'evgLocus_FX_27744_XP_013067147.1_PREDICTED:_syntaxin-5-like_[Biomphalaria_glabrata]')	-0.3882186500579329	-0.24104447524029424	-0.26966167589927953	-0.2839702762287722	-0.590583140432186
('evgLocus_FX_29246_XP_005101013.1_PREDICTED:_voltage-dependent_calcium_channel_gamma-5_subunit-like_[Aplysia_californica]', 'evgLocus_FX_29246_XP_005101013.1_PREDICTED:_voltage-dependent_calcium_channel_gamma-5_subunit-like_[Aplysia_californica]')	-0.934193956916145	-0.7745508589542343	-0.7827272019996586	-0.790903545045083	-0.9010797675821764
('evgLocus_FX_29454_XP_009060412.1_synaptotagmin_15b_[Lottia_gigantea]', 'evgLocus_FX_29454_XP_009060412.1_synaptotagmin_15b_[Lottia_gigantea]')	-0.7193605433976198	-0.6192003410911713	-0.5517455109664202	-0.6948315142613467	-0.7479777440566051
('evgLocus_FX_30617_AAO83848.1_synaptobrevin_isoform_A_[Lymnaea_stagnalis]', 'evgLocus_FX_30617_AAO83848.1_synaptobrevin_isoform_A_[Lymnaea_stagnalis]')	-0.7745508589542343	-0.768418601670166	-0.7622863443860977	-0.7786390304769465	-0.7888594592837269
('evgLocus_FX_31477_XP_005098867.1_PREDICTED:_syntaxin-6-like_[Aplysia_californica]', 'evgLocus_FX_31477_XP_005098867.1_PREDICTED:_syntaxin-6-like_[Aplysia_californica]')	-0.768418601670166	-0.46589390898946437	-0.5006433669325179	-0.5149519672620105	-0.8947431017219725
('evgLocus_FX_31845_XP_005092858.1_PREDICTED:_growth_factor_receptor-bound_protein_2-like_[Aplysia_californica]', 'evgLocus_FX_31845_XP_005092858.1_PREDICTED:_growth_factor_receptor-bound_protein_2-like_[Aplysia_californica]')	-0.5088197099779423	-0.48633476660302527	-0.4822465950803131	-0.49655519540980575	-0.5313046533528593
('evgLocus_FX_33327_XP_013079152.1_PREDICTED:_syntaxin-7-like_isoform_X2_[Biomphalaria_glabrata]', 'evgLocus_FX_33327_XP_013079152.1_PREDICTED:_syntaxin-7-like_isoform_X2_[Biomphalaria_glabrata]')	-0.7193605433976198	-0.5578777682504885	-0.5660541112959129	-0.5456132536823519	-0.7888594592837269
('evgLocus_FX_33566_XP_005091033.1_PREDICTED:_ras-related_protein_Rab-37-like_isoform_X3_[Aplysia_californica]', 'evgLocus_FX_33566_XP_005091033.1_PREDICTED:_ras-related_protein_Rab-37-like_isoform_X3_[Aplysia_californica]')	-0.49655519540980575	-0.5680981970572689	-0.4291003652850547	-0.48633476660302527	-0.6089799122843909
('evgLocus_FX_34028_XP_013076668.1_PREDICTED:_LOW_QUALITY_PROTEIN:_syntaxin-2-like_[Biomphalaria_glabrata]', 'evgLocus_FX_34028_XP_013076668.1_PREDICTED:_LOW_QUALITY_PROTEIN:_syntaxin-2-like_[Biomphalaria_glabrata]')	-0.7949917165677952	-0.8031680596132196	-0.8011239738518634	-0.7970358023291513	-0.7765949447155903
('evgLocus_FX_34650_XP_005092540.1_PREDICTED:_vesicle-associated_membrane_protein_7-like_[Aplysia_californica]', 'evgLocus_FX_34650_XP_005092540.1_PREDICTED:_vesicle-associated_membrane_protein_7-like_[Aplysia_californica]')	-0.7847712877610147	-0.7663745159088099	-0.768418601670166	-0.770462687431522	-0.8679655782482076
('evgLocus_FX_34817_XP_013085837.1_PREDICTED:_ras-related_protein_Rab-35-like_isoform_X2_[Biomphalaria_glabrata]', 'evgLocus_FX_34817_XP_013085837.1_PREDICTED:_ras-related_protein_Rab-35-like_isoform_X2_[Biomphalaria_glabrata]')	-0.435232622569123	-0.4107035934328499	-0.41683585071691814	-0.41274767919420596	-0.46998208051217655
('evgLocus_FX_37461_XP_013072802.1_PREDICTED:_vesicle-associated_membrane_protein_3-like_isoform_X1_[Biomphalaria_glabrata]', 'evgLocus_FX_37461_XP_013072802.1_PREDICTED:_vesicle-associated_membrane_protein_3-like_isoform_X1_[Biomphalaria_glabrata]')	-0.8837050386106496	-0.8837050386106496	-0.8814565442731579	-0.8971960046355998	-0.8947431017219725
('evgLocus_FX_39109_XP_005106335.1_PREDICTED:_ras-related_protein_Rab-4B_[Aplysia_californica]', 'evgLocus_FX_39109_XP_005106335.1_PREDICTED:_ras-related_protein_Rab-4B_[Aplysia_californica]')	-0.3309842487399623	-0.25944124709249905	-0.28601436199012825	-0.28805844775148437	-0.5415250821596398
('evgLocus_FX_42627_AAO83838.2_voltage-dependent_L-type_calcium_channel_alpha-1_subunit_isoform_a_[Lymnaea_stagnalis]', 'evgLocus_FX_42627_AAO83838.2_voltage-dependent_L-type_calcium_channel_alpha-1_subunit_isoform_a_[Lymnaea_stagnalis]')	-0.43318853680776687	-0.4822465950803131	-0.4781584235576009	-0.4781584235576009	-0.49655519540980575
('evgLocus_FX_47962_XP_013068492.1_PREDICTED:_vesicle-associated_membrane_protein_4-like_[Biomphalaria_glabrata]', 'evgLocus_FX_47962_XP_013068492.1_PREDICTED:_vesicle-associated_membrane_protein_4-like_[Biomphalaria_glabrata]')	-0.8947431017219725	-0.8317852602722048	-0.833829346033561	-0.889224070166311	-0.9082340677469227
('evgLocus_FX_59926_XP_012944640.1_PREDICTED:_regulating_synaptic_membrane_exocytosis_protein_2-like_[Aplysia_californica]', 'evgLocus_FX_59926_XP_012944640.1_PREDICTED:_regulating_synaptic_membrane_exocytosis_protein_2-like_[Aplysia_californica]')	-0.879821275664073	-0.9104825620844144	-0.9057811648332953	-0.9176368622491607	-0.8720537497709199
('evgLocus_FX_67521_XP_021377513.1_regulating_synaptic_membrane_exocytosis_protein_2-like_isoform_X1_[Mizuhopecten_yessoensis]', 'evgLocus_FX_67521_XP_021377513.1_regulating_synaptic_membrane_exocytosis_protein_2-like_isoform_X1_[Mizuhopecten_yessoensis]')	-0.8031680596132196	-0.8297411745108487	-0.8113444026586439	-0.835873431794917	-0.8236089172267804
('evgLocus_FX_23177_XP_005106594.2_PREDICTED:_regulating_synaptic_membrane_exocytosis_protein_2-like_[Aplysia_californica]', 'evgLocus_FX_23177_XP_005106594.2_PREDICTED:_regulating_synaptic_membrane_exocytosis_protein_2-like_[Aplysia_californica]')	-0.6927874284999905	-0.41274767919420596	-0.34938102059216714	-0.3984390788647133	-0.790903545045083
('evgLocus_FX_41850_XP_012946804.1_PREDICTED:_uncharacterized_protein_LOC101859998_[Aplysia_californica]', 'evgLocus_FX_41850_XP_012946804.1_PREDICTED:_uncharacterized_protein_LOC101859998_[Aplysia_californica]')	-0.8994444989730914	-0.920089765162788	-0.9041458962242106	-0.9151839593355334	-0.8994444989730914
('evgLocus_Scallop_AE_6873_XP_012936456.1_PREDICTED:_multiple_C2_and_transmembrane_domain-containing_protein_1-like_isoform_X1_[Aplysia_californica]', 'evgLocus_Scallop_AE_6873_XP_012936456.1_PREDICTED:_multiple_C2_and_transmembrane_domain-containing_protein_1-like_isoform_X1_[Aplysia_californica]')	-0.770462687431522	-0.8113444026586439	-0.7949917165677952	-0.8052121453745756	-0.8256530029881366
('evgLocus_Scallop_AE_23752_XP_013085125.1_PREDICTED:_liprin-alpha-1-like_isoform_X1_[Biomphalaria_glabrata]', 'evgLocus_Scallop_AE_23752_XP_013085125.1_PREDICTED:_liprin-alpha-1-like_isoform_X1_[Biomphalaria_glabrata]')	1.3390338182879649	1.4269295060262768	1.4228413345035644	1.4228413345035644	0.9015994653577611
('evgLocus_scallop_AH_6941_XP_013089282.1_PREDICTED:_golgin_subfamily_B_member_1-like_isoform_X5_[Biomphalaria_glabrata]', 'evgLocus_scallop_AH_6941_XP_013089282.1_PREDICTED:_golgin_subfamily_B_member_1-like_isoform_X5_[Biomphalaria_glabrata]')	-0.9018974018867189	-0.8379175175562731	-0.833829346033561	-0.8499776235482741	-0.9286749253604836
('evgLocus_strawberry_AE_11045_XP_013089274.1_PREDICTED:_centromere_protein_F-like_isoform_X4_[Biomphalaria_glabrata]', 'evgLocus_strawberry_AE_11045_XP_013089274.1_PREDICTED:_centromere_protein_F-like_isoform_X4_[Biomphalaria_glabrata]')	-0.9010797675821764	-0.7214046291589759	-0.7398014010111807	-0.7173164576362637	-0.9286749253604836
('evgLocus_strawberry_AE_20077_AKH03687.1_voltage-gated_sodium_channel_alpha_subunit_LNav14a21+_[Lymnaea_stagnalis]', 'evgLocus_strawberry_AE_20077_AKH03687.1_voltage-gated_sodium_channel_alpha_subunit_LNav14a21+_[Lymnaea_stagnalis]')	0.7728220623923274	1.1346252421523555	0.6869704604153716	0.6256478875746888	-0.31667564841046963
('evgLocus_strawberry_AE_27300_AAO83843.2_voltage-dependent_T-type_calcium_channel_alpha-1_subunit_isoform_A_[Lymnaea_stagnalis]', 'evgLocus_strawberry_AE_27300_AAO83843.2_voltage-dependent_T-type_calcium_channel_alpha-1_subunit_isoform_A_[Lymnaea_stagnalis]')	0.7912188342445322	1.0467295544140436	0.45394468362077706	0.4641651124275575	0.5725016577794304
('evgLocus_strawberry_AG_27619_AAO83843.2_voltage-dependent_T-type_calcium_channel_alpha-1_subunit_isoform_A_[Lymnaea_stagnalis]', 'evgLocus_strawberry_AG_27619_AAO83843.2_voltage-dependent_T-type_calcium_channel_alpha-1_subunit_isoform_A_[Lymnaea_stagnalis]')	0.7871306627218201	1.028332782561839	0.45394468362077706	0.496870484609255	0.5725016577794304
('evgLocus_strawberry_AG_37497_XP_013085127.1_PREDICTED:_liprin-alpha-1-like_isoform_X3_[Biomphalaria_glabrata]', 'evgLocus_strawberry_AG_37497_XP_013085127.1_PREDICTED:_liprin-alpha-1-like_isoform_X3_[Biomphalaria_glabrata]')	1.2613585593564332	1.4024004768900036	1.3799155335150866	1.4064886484127157	0.9077317226418294
('evgLocus_strawberry_AG_63823_XP_013065695.1_PREDICTED:_liprin-beta-1-like_[Biomphalaria_glabrata]', 'evgLocus_strawberry_AG_63823_XP_013065695.1_PREDICTED:_liprin-beta-1-like_[Biomphalaria_glabrata]')	-0.4842906808416692	0.11871461875837795	0.11258236147430967	0.08805333233803657	-0.5783186258640495
('evgLocus_strawberry_AG_63826_XP_013065695.1_PREDICTED:_liprin-beta-1-like_[Biomphalaria_glabrata]', 'evgLocus_strawberry_AG_63826_XP_013065695.1_PREDICTED:_liprin-beta-1-like_[Biomphalaria_glabrata]')	-0.4842906808416692	0.07374473200854392	-0.19607458849046022	0.04512753134955864	-0.49655519540980575
